job_id,title,company,skills_required,location
985,Field Officer,Lynch-Navarro,nodejs;c++;docker;kubernetes;aws;java;ml;flask,Hoshiarpur
986,Field Officer,Melendez-Nguyen,kubernetes;nlp;project_management;dl;ml;python,Bathinda
987,Software Developer,Wolf-Cardenas,nodejs;dl;docker,Chandigarh
988,Data Analyst,Griffin LLC,sql;nodejs,Hoshiarpur
989,Field Officer,Ryan PLC,flask;sales;nodejs;excel;marketing;react;c++;django,Bathinda
990,HR Executive,"Peterson, Parker and Fisher",hr;nlp;communication;react;c++;java;python;flask,Mohali
991,Digital Marketer,Weiss PLC,sales;hr;excel,Amritsar
992,Quality Analyst,Ellis-Price,sales;sql;communication;hr;aws;flask,Mohali
993,Digital Marketer,"Webster, Aguilar and Patterson",accounting;java;communication;hr;python;sql;flask,Ludhiana
994,HR Executive,Schwartz Inc,docker;accounting;flask;ml;nlp;sql;python,Hoshiarpur
995,Software Developer,"Hansen, Hardin and Lee",django;java;nodejs;python,Ludhiana
996,Software Developer,"Woods, Schwartz and Farmer",docker;accounting;sql;project_management;django;marketing;nlp,Mohali
997,Digital Marketer,Baker PLC,react;python;ml;sales,Ludhiana
998,Quality Analyst,Collins-Bright,c++;django;sales;python;flask;communication;nodejs,Ludhiana
999,Field Officer,Jones-Graves,dl;excel;nodejs;java;marketing;docker,Firozpur
1000,Sales Executive,Cardenas-Johnson,marketing;java;kubernetes;nlp;sql,Jalandhar
1001,Sales Executive,Rivera Ltd,nodejs;nlp,Mohali
1002,Software Developer,Ruiz-Lawrence,marketing;java;accounting;c++;communication;excel;dl,Firozpur
1003,Quality Analyst,Walters Inc,excel;sales;nodejs;accounting;java;marketing;dl;sql,Ludhiana
1004,Full Stack Developer,Wolf-Williams,nodejs;c++;django;marketing,Chandigarh
1005,HR Executive,Bryant PLC,nlp;java;accounting;project_management;c++;excel;sql,Hoshiarpur
1006,Machine Learning Engineer,"Salazar, Hart and Morgan",hr;nlp;sales;accounting,Chandigarh
1007,Quality Analyst,Campos-Espinoza,docker;aws,Amritsar
1008,Quality Analyst,Garrett-Stewart,react;c++;hr,Patiala
1009,HR Executive,Martinez LLC,python;react;sales;nlp;java;excel,Hoshiarpur
1010,Machine Learning Engineer,Burns-Lynch,java;excel;project_management,Chandigarh
1011,Accountant,Vargas-Padilla,c++;sales;kubernetes;nlp;excel,Firozpur
1012,Digital Marketer,"Nicholson, Hernandez and Thompson",marketing;docker;communication;django;java;project_management,Chandigarh
1013,Machine Learning Engineer,Mitchell-Fitzgerald,django;aws;ml;communication;c++;sales;excel,Ludhiana
1014,Machine Learning Engineer,Gonzalez Inc,accounting;aws,Jalandhar
1015,HR Executive,Osborne-Barber,accounting;django;java;communication;c++,Firozpur
1016,Field Officer,Avery-Harper,sql;kubernetes;aws;flask;python;react;dl;marketing,Amritsar
1017,Software Developer,Gaines-Howard,accounting;sales;c++,Ludhiana
1018,Machine Learning Engineer,Rodriguez Ltd,aws;docker;sales;accounting,Mohali
1019,Digital Marketer,Mitchell Ltd,dl;kubernetes;marketing;react;sales;flask;communication;c++,Firozpur
1020,Full Stack Developer,"Collins, Payne and Peterson",python;aws;accounting;project_management;ml;sql;dl;nodejs,Mohali
1021,Sales Executive,"Lewis, Brown and Reyes",dl;communication;hr;docker;project_management;nlp,Patiala
1022,Full Stack Developer,"Ferguson, Evans and Green",java;react;sales,Amritsar
1023,Machine Learning Engineer,Fisher Group,c++;sql;django;python;aws;excel,Mohali
1024,Field Officer,Woods Ltd,python;hr;accounting;c++,Patiala
1025,Sales Executive,Becker-Brown,communication;dl;c++;kubernetes;sql;hr,Jalandhar
1026,Machine Learning Engineer,Summers-Nolan,hr;dl,Amritsar
1027,Sales Executive,"Rogers, Lee and Curtis",communication;java;nodejs;excel;hr,Jalandhar
1028,Data Analyst,Smith and Sons,sales;nodejs;sql;dl,Ludhiana
1029,Accountant,Lopez Ltd,project_management;docker;nodejs;marketing;python;kubernetes,Bathinda
1030,Digital Marketer,Lopez Inc,aws;python;project_management;java;c++,Hoshiarpur
1031,Digital Marketer,Holder-Kim,marketing;flask,Ludhiana
1032,Software Developer,Rowland and Sons,c++;django;communication;marketing;nodejs;java;docker;flask,Bathinda
1033,Data Analyst,"Boyer, Murphy and Proctor",marketing;sql;c++;react;docker,Ludhiana
1034,Accountant,"Wong, Henderson and Mcclure",marketing;nlp;react,Mohali
1035,Machine Learning Engineer,"Matthews, Roberts and Carey",project_management;dl;nodejs,Jalandhar
1036,Sales Executive,Lee-Donaldson,kubernetes;django;dl;sql;accounting,Hoshiarpur
1037,HR Executive,Gamble-Dunn,java;accounting;ml,Chandigarh
1038,Quality Analyst,Potts-Brown,excel;marketing;communication;docker;react;hr,Amritsar
1039,Sales Executive,David Group,nlp;nodejs;react,Mohali
1040,Quality Analyst,Carpenter Inc,react;c++;communication;nlp,Ludhiana
1041,Sales Executive,Tucker-Blair,nlp;ml;nodejs;communication;accounting;java;kubernetes,Chandigarh
1042,Digital Marketer,Ross Group,marketing;nlp,Firozpur
1043,HR Executive,Reed-Patterson,excel;flask;accounting,Hoshiarpur
1044,Sales Executive,"Watson, Rowland and Savage",django;sql;communication;sales,Hoshiarpur
1045,Quality Analyst,"Smith, Martin and Lee",communication;sales;accounting;python;aws,Bathinda
1046,HR Executive,Bullock-Hamilton,django;sql;c++,Jalandhar
1047,Digital Marketer,"Holmes, Garcia and Glover",communication;marketing;hr;react;nlp;sales,Ludhiana
1048,Machine Learning Engineer,Thompson-Barker,communication;project_management;java,Hoshiarpur
1049,Software Developer,"Oconnor, Martinez and Miller",project_management;python;nlp;java;dl;django,Firozpur
1050,Quality Analyst,Grant Inc,java;nodejs;hr,Chandigarh
1051,Sales Executive,Davis Ltd,sales;java;excel;nlp;project_management,Mohali
1052,Data Analyst,Wright Group,accounting;sql;marketing;flask,Ludhiana
1053,Sales Executive,"Roberts, Hoover and Clark",c++;sales;ml;kubernetes,Amritsar
1054,Digital Marketer,Stone-Murillo,java;sql,Mohali
1055,Field Officer,Lozano and Sons,communication;java;nlp,Bathinda
1056,Quality Analyst,"Smith, Gomez and Jackson",sales;python;excel;react;accounting;sql;flask;communication,Patiala
1057,Digital Marketer,Rogers PLC,flask;nodejs,Ludhiana
1058,Quality Analyst,Simpson Group,ml;react;dl;nodejs;accounting;excel;hr,Chandigarh
1059,Quality Analyst,"Haas, Jones and Clarke",marketing;java;nlp;kubernetes,Jalandhar
1060,HR Executive,Adams LLC,communication;flask;java;c++;sales;nlp;react,Amritsar
1061,Sales Executive,Hernandez Ltd,sql;project_management;java;aws;hr;sales,Patiala
1062,Machine Learning Engineer,"Alvarado, Burton and Navarro",kubernetes;project_management;java;c++;ml;django;marketing;excel,Ludhiana
1063,Sales Executive,Wiggins Inc,aws;flask;c++;ml;communication;hr,Firozpur
1064,Machine Learning Engineer,Grimes-Johnson,hr;dl;ml;accounting;django;project_management,Amritsar
1065,HR Executive,Zuniga Ltd,hr;c++;dl;nodejs;java,Chandigarh
1066,Full Stack Developer,Murphy-Simon,marketing;communication;docker;nodejs;python;dl;kubernetes;nlp,Bathinda
1067,Full Stack Developer,Harding-Boone,sales;hr;java;c++;nlp;react;accounting,Jalandhar
1068,Field Officer,Diaz-Brown,excel;sql;django;java;python;accounting;ml,Chandigarh
1069,Field Officer,Rivera-Tucker,excel;project_management;accounting;ml;aws;nodejs,Bathinda
1070,HR Executive,"Abbott, Ramos and Brock",communication;sql;flask;accounting;nodejs;hr,Jalandhar
1071,Field Officer,Reid Group,sql;hr,Amritsar
1072,Digital Marketer,"Gardner, Colon and Gomez",dl;kubernetes;java;aws;project_management;marketing;excel;accounting,Ludhiana
1073,Data Analyst,Davis and Sons,c++;kubernetes;hr;django;communication;docker;nodejs;sql,Mohali
1074,Machine Learning Engineer,Clark LLC,hr;excel;accounting,Mohali
1075,Software Developer,"Rodgers, Kirby and Owens",docker;project_management,Amritsar
1076,Digital Marketer,"Flores, Jenkins and Jones",marketing;ml;project_management;python;docker;c++,Ludhiana
1077,Software Developer,Spencer-Liu,nlp;project_management;flask;python;sql,Hoshiarpur
1078,Sales Executive,Henderson-Duncan,java;communication;nlp;kubernetes,Amritsar
1079,HR Executive,Howe-Edwards,sql;kubernetes;marketing;dl,Chandigarh
1080,Data Analyst,Flores-Lee,ml;communication,Hoshiarpur
1081,Digital Marketer,"Fox, Knight and Grant",aws;hr;ml;java;docker;sales;project_management;nodejs,Hoshiarpur
1082,Sales Executive,Chavez and Sons,marketing;nlp;communication;project_management,Firozpur
1083,Full Stack Developer,Brown Group,c++;project_management;communication;docker;nlp;java,Hoshiarpur
1084,Quality Analyst,Carpenter PLC,react;python;kubernetes;flask;marketing,Chandigarh
1085,HR Executive,Rose LLC,nlp;react;django;communication;hr;excel;c++,Mohali
1086,Full Stack Developer,Davis Inc,accounting;kubernetes;marketing;project_management,Jalandhar
1087,Software Developer,Kane Ltd,c++;dl,Ludhiana
1088,Quality Analyst,"Henderson, Arnold and Thompson",marketing;accounting;sql;excel;project_management;hr;ml,Jalandhar
1089,Machine Learning Engineer,Haynes-Lawson,sql;flask;sales;kubernetes,Mohali
1090,Field Officer,Wade-Gibson,kubernetes;marketing;nlp;flask;dl,Bathinda
1091,Machine Learning Engineer,"Gordon, Garcia and Randolph",sql;docker;communication;c++;nlp;python,Patiala
1092,Digital Marketer,Dillon-Robinson,react;nodejs;nlp;ml;c++;communication;excel;aws,Patiala
1093,Field Officer,Taylor-Vazquez,c++;react;django;ml;marketing;nodejs,Chandigarh
1094,Field Officer,Ross-Hernandez,kubernetes;python;sql;nlp;aws,Firozpur
1095,Quality Analyst,Norton-Sexton,react;nodejs;docker,Amritsar
1096,Data Analyst,Andrews-Murphy,accounting;dl;hr;ml;flask,Firozpur
1097,Accountant,Combs Ltd,sql;project_management;accounting;ml;java;marketing,Bathinda
1098,HR Executive,Kramer Group,nlp;hr;excel;communication;marketing;c++;ml,Chandigarh
1099,Field Officer,Giles-Lee,flask;c++;sales;accounting;docker;aws;excel;java,Chandigarh
1100,Field Officer,Collins-Clark,flask;nodejs;react;docker;ml;hr;communication;python,Jalandhar
1101,Sales Executive,"Donaldson, Sanders and Dickerson",docker;communication;project_management;sales;ml;hr;kubernetes;sql,Bathinda
1102,Digital Marketer,"Knight, Guzman and Farley",c++;excel;java,Bathinda
1103,Accountant,Hunter-Johnson,accounting;aws;nodejs;marketing;ml;excel,Ludhiana
1104,Machine Learning Engineer,Pearson-Duncan,kubernetes;marketing;sql;ml;django;aws;accounting;react,Hoshiarpur
1105,Field Officer,Henry LLC,java;react;marketing;ml;communication;django,Chandigarh
1106,Accountant,Farmer Group,flask;docker;aws;accounting;marketing,Bathinda
1107,Software Developer,"Adams, Kennedy and Dawson",sales;docker;c++;nlp;excel;communication;django,Bathinda
1108,HR Executive,Ramirez Inc,flask;marketing;dl;kubernetes;c++,Patiala
1109,Accountant,Harris LLC,kubernetes;java,Hoshiarpur
1110,Quality Analyst,Farmer-Williamson,ml;python;excel;aws,Patiala
1111,Field Officer,"Simpson, Warren and Guzman",aws;excel;project_management;accounting;django;communication;java,Mohali
1112,Digital Marketer,"Williams, Taylor and Dorsey",sql;excel;docker;aws;nlp,Bathinda
1113,Software Developer,"Stafford, Williams and Riley",flask;marketing,Hoshiarpur
1114,Quality Analyst,Cunningham Group,java;communication;marketing;react;excel;django;docker;sql,Chandigarh
1115,Accountant,Bender Inc,docker;communication;c++;sales,Bathinda
1116,Full Stack Developer,Nunez-Barker,react;ml;kubernetes;aws;java;dl;hr;nodejs,Hoshiarpur
1117,Accountant,Davis-Carpenter,kubernetes;nlp;flask;dl;react,Amritsar
1118,Accountant,Stone Ltd,ml;marketing;kubernetes,Jalandhar
1119,Full Stack Developer,Dominguez-Taylor,c++;nlp;python,Patiala
1120,Data Analyst,Singh Group,project_management;nlp;aws;docker;flask;hr;django,Patiala
1121,Sales Executive,Ellis-Perry,aws;python;communication;accounting;java,Patiala
1122,Quality Analyst,Johnson and Sons,project_management;nodejs;aws;django;excel;sales;flask,Chandigarh
1123,Software Developer,Roberts Inc,java;django;communication,Mohali
1124,Software Developer,Gonzales Inc,project_management;flask;nlp;excel;sql;java,Hoshiarpur
1125,HR Executive,Thompson-Grant,python;communication;accounting;dl;nlp;c++,Bathinda
1126,Software Developer,"Burnett, Hernandez and Briggs",sales;docker;react;hr;nodejs;aws;c++;ml,Bathinda
1127,Machine Learning Engineer,"Stone, Smith and Baldwin",project_management;nodejs;sales;aws,Chandigarh
1128,Sales Executive,Stevens LLC,ml;nlp;nodejs;django;flask;java;sales;kubernetes,Chandigarh
1129,Machine Learning Engineer,Wood-Stanley,react;flask,Chandigarh
1130,Digital Marketer,Brennan Inc,python;docker;ml,Firozpur
1131,Quality Analyst,Todd Group,excel;nodejs;flask;aws;docker;sql;hr,Mohali
1132,Accountant,Taylor Ltd,ml;project_management;react,Patiala
1133,Machine Learning Engineer,"Chambers, Lee and Best",nlp;hr;sql;flask;c++;communication;project_management;docker,Chandigarh
1134,Quality Analyst,"Hughes, Garrison and Thompson",sql;aws;python;flask,Jalandhar
1135,Digital Marketer,Davenport Group,aws;ml;marketing,Mohali
1136,Field Officer,"Ortiz, Jenkins and Kelly",dl;sql;react,Patiala
1137,Digital Marketer,Anderson-Stone,accounting;dl;marketing;ml;django;react;aws;sql,Patiala
1138,Full Stack Developer,Nguyen Inc,sales;flask;nodejs,Ludhiana
1139,Data Analyst,"Lewis, Jones and Long",python;react;docker;ml;dl,Chandigarh
1140,Digital Marketer,Willis Group,hr;dl;c++;communication;sql,Amritsar
1141,Quality Analyst,Garner-Norton,sales;c++,Ludhiana
1142,Digital Marketer,Nguyen PLC,ml;c++;sql;hr;dl;nlp,Mohali
1143,Full Stack Developer,"Kramer, Massey and Yates",kubernetes;react;ml;marketing;docker;accounting;dl,Jalandhar
1144,Field Officer,"Williams, Holmes and Sanchez",nlp;communication;nodejs;excel,Bathinda
1145,HR Executive,"Riley, Long and Brown",hr;docker;sql;nodejs,Amritsar
1146,Sales Executive,Mack-Fuller,nodejs;communication;dl;excel;java;nlp,Mohali
1147,Sales Executive,Riley-Vasquez,ml;python;hr;docker,Firozpur
1148,Data Analyst,Collins-Ryan,hr;sql;kubernetes;django;sales,Mohali
1149,Quality Analyst,Jackson PLC,excel;nodejs;docker;communication;react;dl;ml;java,Hoshiarpur
1150,Sales Executive,"Nelson, Haney and Mccormick",nodejs;accounting;java;excel,Hoshiarpur
1151,Full Stack Developer,"Moore, Banks and Bennett",python;accounting;java;ml,Patiala
1152,Quality Analyst,Guerrero-Gonzalez,accounting;communication;kubernetes;sql;sales;react;marketing,Mohali
1153,Software Developer,"Jimenez, Huerta and Hall",java;marketing;communication;project_management;sql,Patiala
1154,Sales Executive,Acosta-Arnold,c++;hr;communication;react;aws,Jalandhar
1155,Accountant,Taylor PLC,django;react;flask,Ludhiana
1156,Digital Marketer,"Moreno, Turner and Baker",sql;flask;dl;marketing;hr,Jalandhar
1157,Digital Marketer,Lutz LLC,marketing;aws;excel;accounting;kubernetes;ml;project_management;c++,Mohali
1158,Accountant,Davis Inc,nlp;c++;python;java;django;react;project_management;ml,Chandigarh
1159,Digital Marketer,"Johnson, Johnson and Simmons",django;accounting;nodejs;marketing;sql;nlp;docker;communication,Hoshiarpur
1160,Field Officer,Smith LLC,django;docker;ml;sql;python;java;dl,Patiala
1161,Digital Marketer,Cooke LLC,sql;django;aws;sales,Amritsar
1162,Data Analyst,"Foster, Wolf and Park",python;java,Firozpur
1163,Full Stack Developer,"Jennings, Brooks and Zhang",accounting;docker;django;java;sales;excel,Ludhiana
1164,Software Developer,Heath-Johnson,sales;c++,Chandigarh
1165,HR Executive,Camacho Inc,aws;sql;django;kubernetes;c++;nlp;project_management;excel,Amritsar
1166,Digital Marketer,Moss Ltd,c++;django;react;sql;dl;flask;sales,Jalandhar
1167,HR Executive,Anderson-Macdonald,dl;docker;flask,Patiala
1168,Machine Learning Engineer,"Monroe, Austin and Walker",django;accounting;hr;nodejs;react;docker;sql;python,Amritsar
1169,Machine Learning Engineer,Chavez-Ford,dl;marketing;project_management;python,Firozpur
1170,Software Developer,Pearson Inc,flask;ml;excel;dl;aws;nodejs;hr,Amritsar
1171,Sales Executive,Adams-Lamb,c++;react,Bathinda
1172,Data Analyst,Montgomery-Dunn,docker;flask;react;c++,Bathinda
1173,Quality Analyst,Ray LLC,kubernetes;dl,Amritsar
1174,Field Officer,Watson-Maldonado,aws;flask;nodejs;kubernetes;django;c++,Bathinda
1175,Quality Analyst,"Goodman, Leonard and Cox",hr;project_management;sales;sql;marketing,Chandigarh
1176,Data Analyst,"Robinson, Brown and Brown",aws;python;docker,Amritsar
1177,Software Developer,Tucker PLC,dl;marketing;nlp;react,Jalandhar
1178,Machine Learning Engineer,Allen-Valdez,sales;django;python;c++,Bathinda
1179,Digital Marketer,"Barr, Hall and Blair",dl;flask;communication;java;project_management;react;docker,Bathinda
1180,Machine Learning Engineer,"Villegas, Dean and Mack",c++;dl;react;java;django;hr;nodejs;sql,Jalandhar
1181,Machine Learning Engineer,Benson PLC,hr;react,Ludhiana
1182,Software Developer,Smith LLC,django;sales;nodejs;marketing;docker;react,Chandigarh
1183,Full Stack Developer,Schmidt Group,kubernetes;sql;sales;accounting;dl;c++;django,Ludhiana
1184,Sales Executive,Mendoza-Vaughan,kubernetes;python,Jalandhar
1185,HR Executive,"Price, Ritter and Castillo",communication;sales;react;nlp;sql,Jalandhar
1186,Field Officer,Lester-Kelly,ml;docker,Amritsar
1187,Machine Learning Engineer,Curtis-Smith,sales;nlp,Firozpur
1188,Data Analyst,Miller-Barton,nodejs;sales;django;aws;dl;java;marketing;flask,Amritsar
1189,Software Developer,Chapman Inc,nlp;flask;marketing;project_management;accounting;docker;hr,Chandigarh
1190,Accountant,Klein PLC,excel;docker;hr;ml;flask,Jalandhar
1191,Full Stack Developer,"Yu, Frye and Duke",flask;django;dl;java,Firozpur
1192,HR Executive,Obrien-Wells,kubernetes;aws;django;react;c++;flask,Ludhiana
1193,Digital Marketer,Montgomery Group,sql;aws;flask;nlp;project_management;excel,Firozpur
1194,Quality Analyst,"Baxter, Sharp and Zhang",project_management;nlp;marketing;python;hr;aws,Hoshiarpur
1195,Sales Executive,"Figueroa, Summers and Robinson",hr;docker;django;java;accounting;aws,Firozpur
1196,Accountant,Morales and Sons,kubernetes;nodejs;hr;aws,Amritsar
1197,Digital Marketer,Hall PLC,hr;ml;django,Ludhiana
1198,Digital Marketer,"Cooper, Salazar and Holt",flask;ml;nodejs;communication;python;marketing;hr,Mohali
1199,Data Analyst,Knapp-Jones,c++;python;aws;communication;nodejs;docker;project_management;flask,Firozpur
1200,Machine Learning Engineer,"Howard, Smith and Johnson",aws;java,Jalandhar
1201,Accountant,Phillips-Graves,sales;docker,Mohali
1202,Software Developer,"Chen, Larsen and Mcbride",python;project_management,Bathinda
1203,Data Analyst,"Diaz, Waller and Lowery",python;sql;java;nlp;aws;excel;sales,Hoshiarpur
1204,Sales Executive,Craig-Gonzalez,react;marketing;nodejs,Hoshiarpur
1205,HR Executive,"Parker, Smith and Huff",java;ml;communication;flask;nlp;sales;python,Jalandhar
1206,Data Analyst,Lozano-Gonzalez,nodejs;django;java,Ludhiana
1207,Machine Learning Engineer,"Cook, Hansen and Williams",react;ml;nodejs;flask;hr;java,Patiala
1208,Full Stack Developer,Grimes-Mason,aws;marketing,Mohali
1209,HR Executive,Walker-Graham,sql;project_management;marketing;communication;accounting;kubernetes;excel;flask,Mohali
1210,Full Stack Developer,"Huff, Allen and Long",react;excel;python;ml,Hoshiarpur
1211,Machine Learning Engineer,"Rivera, Nichols and Patel",django;dl;hr;c++;react,Bathinda
1212,Full Stack Developer,"Allison, Fischer and Hall",docker;project_management,Jalandhar
1213,Accountant,Johnson LLC,dl;accounting;project_management;django;excel;ml;communication,Ludhiana
1214,Digital Marketer,White-Ball,sales;communication,Jalandhar
1215,Full Stack Developer,"Bridges, Newton and Patterson",django;nodejs;nlp;ml;excel,Patiala
1216,Accountant,Fowler-Mcguire,sales;excel,Jalandhar
1217,Full Stack Developer,"Russo, Garza and Miller",react;project_management;sql;c++;ml;accounting;nodejs,Firozpur
1218,Machine Learning Engineer,"Petty, Leach and Owen",react;flask;nodejs;dl;aws;java;c++;accounting,Hoshiarpur
1219,Accountant,Chang PLC,kubernetes;docker;dl;nlp;ml,Bathinda
1220,Digital Marketer,English and Sons,docker;sales;sql,Jalandhar
1221,Digital Marketer,Stein Inc,aws;communication;c++;python;sales,Hoshiarpur
1222,Data Analyst,Anderson Inc,dl;communication;marketing;nodejs;kubernetes,Jalandhar
1223,Software Developer,Carrillo-Mann,sales;java;kubernetes;nlp;excel;ml,Jalandhar
1224,HR Executive,Ruiz Ltd,marketing;nodejs;communication,Firozpur
1225,Data Analyst,Hayes Group,aws;java;c++;dl;ml;excel,Chandigarh
1226,HR Executive,"Collins, Brock and Stokes",project_management;django;excel;java;nodejs;communication;dl;nlp,Patiala
1227,Software Developer,"Cobb, House and Morris",aws;communication,Hoshiarpur
1228,Data Analyst,Weber LLC,marketing;dl;c++;sql;sales;ml,Amritsar
1229,Field Officer,Cruz-Cortez,excel;aws,Amritsar
1230,Data Analyst,Thomas-Browning,excel;flask;aws;sql;java;kubernetes;accounting,Mohali
1231,Machine Learning Engineer,"Mcdonald, Garcia and Martinez",c++;kubernetes;react;hr;accounting;docker;aws,Amritsar
1232,Machine Learning Engineer,"Alexander, Harris and Richardson",hr;aws;excel;sales;flask;docker;nlp;sql,Amritsar
1233,Machine Learning Engineer,Vega-Graves,communication;project_management;hr,Bathinda
1234,Machine Learning Engineer,Smith-Andrews,java;django,Jalandhar
1235,Full Stack Developer,Cook-Baldwin,sales;excel;java;aws;django;nodejs;hr;docker,Amritsar
1236,Digital Marketer,Lopez PLC,ml;flask;aws;communication,Ludhiana
1237,Full Stack Developer,Morgan Inc,react;aws;python;c++;java,Mohali
1238,Accountant,"Franco, Mcdonald and Zhang",sql;java;project_management;sales;python,Patiala
1239,Software Developer,Hill-Sampson,react;dl;c++,Ludhiana
1240,Digital Marketer,"Baker, Rodriguez and Callahan",sales;accounting,Bathinda
1241,Quality Analyst,"Garcia, Brown and Valdez",python;django;ml;kubernetes;project_management;aws,Jalandhar
1242,Sales Executive,Cruz-Cobb,sql;hr;dl;c++;nlp;sales;ml;nodejs,Jalandhar
1243,Quality Analyst,"Walker, Ruiz and Brown",python;marketing;flask;ml;accounting;sql;communication;django,Amritsar
1244,Sales Executive,"Klein, Williams and Castillo",accounting;c++;java;hr;flask;docker;communication;kubernetes,Chandigarh
1245,Full Stack Developer,Roberts-Carpenter,ml;sql;aws;nodejs;java;communication,Chandigarh
1246,Accountant,"Butler, Savage and Davis",project_management;flask;react;kubernetes;sales;communication;nodejs,Chandigarh
1247,HR Executive,Anderson-Ramirez,c++;excel;nlp;kubernetes;project_management;react;docker,Firozpur
1248,HR Executive,"Joseph, Mejia and Morton",java;sql,Chandigarh
1249,Sales Executive,"Carter, Walters and Pineda",aws;react,Jalandhar
1250,Field Officer,Morton-Johns,flask;kubernetes;aws;sql;nodejs;hr;react,Mohali
1251,Software Developer,Ford-Nunez,django;ml;nlp;kubernetes;aws,Hoshiarpur
1252,Full Stack Developer,Johnson-Wall,excel;hr,Patiala
1253,Field Officer,Horn Group,accounting;c++;kubernetes;hr;communication;java,Patiala
1254,Accountant,Garcia LLC,marketing;hr;django;python;accounting;c++;ml,Ludhiana
1255,Sales Executive,Mills-Paul,project_management;flask;django;nlp,Hoshiarpur
1256,Data Analyst,Ali and Sons,dl;python,Patiala
1257,HR Executive,Medina PLC,communication;accounting;java;dl;aws;hr;c++;excel,Hoshiarpur
1258,Digital Marketer,"Leach, Porter and Mcgee",communication;sql;sales;ml;accounting;docker,Chandigarh
1259,Sales Executive,Horn-Rodriguez,c++;python;ml;excel;java;accounting;nlp;docker,Firozpur
1260,Data Analyst,Jones Inc,accounting;marketing,Bathinda
1261,Sales Executive,Martinez-Moyer,flask;docker;kubernetes;ml;sales;dl;django,Patiala
1262,Quality Analyst,"Cardenas, Patterson and Dean",sales;ml,Patiala
1263,Digital Marketer,Torres-Hall,flask;nodejs;aws;communication;hr;c++,Patiala
1264,Quality Analyst,Page-Mcdaniel,marketing;project_management;communication;ml;react;kubernetes,Amritsar
1265,Machine Learning Engineer,Davis-Esparza,aws;hr;c++;sql,Bathinda
1266,HR Executive,"Nichols, Allen and Cherry",java;flask;nodejs;hr;react;project_management;sales,Bathinda
1267,Quality Analyst,"Gray, Copeland and Perkins",flask;dl;ml,Ludhiana
1268,Accountant,"White, Weaver and Monroe",nlp;project_management;docker,Hoshiarpur
1269,Digital Marketer,"Whitaker, Ellis and Owens",nodejs;project_management,Bathinda
1270,Field Officer,"Johnson, Boyd and Wilkinson",marketing;django;dl;excel;hr;react;communication,Mohali
1271,Accountant,Greene-Carroll,aws;marketing,Bathinda
1272,Machine Learning Engineer,Harris-Harvey,project_management;c++,Chandigarh
1273,Full Stack Developer,Ferguson-Romero,communication;java;kubernetes;excel;aws;nlp;accounting;flask,Bathinda
1274,Full Stack Developer,Davidson-Morgan,hr;flask;nlp;aws;communication;excel,Bathinda
1275,Accountant,"Daniels, Moss and Erickson",kubernetes;flask,Amritsar
1276,Data Analyst,Wolfe Inc,project_management;nodejs,Mohali
1277,Accountant,"Cunningham, Key and Gill",aws;excel;communication;marketing,Bathinda
1278,Sales Executive,"Robinson, Burke and Brooks",flask;c++;ml;marketing;accounting;django;hr,Chandigarh
1279,Field Officer,Washington-Rice,react;c++;ml;nodejs;sales;java;sql;hr,Firozpur
1280,Machine Learning Engineer,"Mcdonald, Martinez and Baker",communication;sales;ml;sql;nlp;java;docker,Firozpur
1281,HR Executive,"Deleon, Ramos and Gutierrez",kubernetes;nlp;dl;sales;docker,Mohali
1282,Machine Learning Engineer,"Cummings, Ross and Walker",marketing;sales;kubernetes;django;sql;nlp;python;docker,Bathinda
1283,Full Stack Developer,"Zimmerman, James and Watson",nlp;communication;kubernetes;project_management,Amritsar
1284,Sales Executive,Wright-Smith,sales;excel;kubernetes;ml;accounting,Amritsar
1285,Software Developer,Lynn Group,python;project_management;sales;communication;kubernetes,Chandigarh
1286,Field Officer,Mcbride LLC,django;accounting,Ludhiana
1287,Field Officer,Hernandez-Hardy,project_management;marketing,Patiala
1288,Accountant,Taylor-Jimenez,kubernetes;nodejs;sql;java;dl,Bathinda
1289,HR Executive,Mitchell-Morris,excel;python;docker;communication,Bathinda
1290,Digital Marketer,Swanson-Wright,nlp;sales;react;c++;python;accounting;django,Jalandhar
1291,Quality Analyst,Powell Group,kubernetes;java;sales,Hoshiarpur
1292,Field Officer,"Sanford, Carr and Solis",java;flask;hr;python;ml;c++;project_management;docker,Jalandhar
1293,Sales Executive,"Peters, Horton and Thompson",sales;dl,Mohali
1294,Digital Marketer,Watson PLC,flask;excel;sql;project_management,Jalandhar
1295,Full Stack Developer,Preston PLC,communication;excel;hr,Jalandhar
1296,Digital Marketer,Graham-Salinas,c++;flask;communication,Patiala
1297,Sales Executive,"Krueger, Powell and Nelson",kubernetes;marketing;hr;react;flask,Jalandhar
1298,Software Developer,Rodriguez-Clark,python;nlp,Ludhiana
1299,Data Analyst,Combs Group,project_management;sql;aws,Hoshiarpur
1300,Data Analyst,Brown-Leonard,hr;excel;docker;java;kubernetes;c++,Chandigarh
1301,Full Stack Developer,Porter Group,excel;dl;react;sql;ml;sales;aws;flask,Patiala
1302,Accountant,Thompson-Roberts,nodejs;sql;c++;hr;project_management,Mohali
1303,Software Developer,Johnson PLC,aws;kubernetes;communication;python;nlp;django;excel;ml,Amritsar
1304,Quality Analyst,"Castro, Robles and Roy",communication;django,Ludhiana
